Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
Tim Hardaway Jr.\hardati02,42,29.6,.394,.336,.491,3.7,2.2,0.9,0.1,14.2
James Harden\hardeja01,65,37.2,.410,.330,.485,7.7,10.3,1.3,0.6,22.0
James Harden\hardeja01,44,37.0,.414,.332,.486,8.0,10.2,1.3,0.7,22.5
James Harden\hardeja01,21,37.7,.402,.326,.483,7.1,10.5,1.2,0.2,21.0
Maurice Harkless\harklma01,47,18.4,.459,.307,.544,2.4,0.5,0.6,0.5,4.6
Jared Harper\harpeja01,5,8.6,.538,.417,.635,0.4,2.8,0.8,0.2,7.4
Montrezl Harrell\harremo01,71,23.1,.645,.235,.649,6.1,2.0,0.4,0.6,13.1
Montrezl Harrell\harremo01,46,24.3,.645,.267,.650,6.7,2.1,0.4,0.7,14.1
Montrezl Harrell\harremo01,25,21.0,.645,.000,.645,4.9,2.0,0.4,0.5,11.4
Gary Harris\harriga01,61,28.4,.434,.384,.539,2.0,1.8,1.0,0.1,11.1
Joe Harris\harrijo01,14,30.2,.452,.466,.617,4.0,1.0,0.5,0.1,11.3
Tobias Harris\harrito02,73,34.8,.482,.367,.532,6.8,3.5,0.6,0.6,17.2
Shaquille Harrison\harrish01,2,11.5,.333,.000,.333,2.0,1.5,0.5,0.5,2.0
Josh Hart\hartjo01,54,33.2,.504,.343,.569,7.2,4.1,1.1,0.2,14.9
Josh Hart\hartjo01,41,33.5,.505,.323,.560,7.8,4.1,1.1,0.3,13.4
Josh Hart\hartjo01,13,32.1,.503,.373,.587,5.4,4.3,1.2,0.2,19.9
Isaiah Hartenstein\harteis01,68,17.9,.626,.467,.645,4.9,2.4,0.7,1.1,8.3
Udonis Haslem\hasleud01,13,6.4,.452,.250,.468,1.9,0.3,0.1,0.1,2.5
Sam Hauser\hausesa01,26,6.1,.460,.432,.650,1.1,0.4,0.0,0.1,2.5
Jaxson Hayes\hayesja02,70,20.0,.616,.351,.641,4.5,0.6,0.5,0.8,9.3
Killian Hayes\hayeski01,66,25.0,.383,.263,.431,3.2,4.2,1.2,0.5,6.9
Gordon Hayward\haywago01,49,31.9,.459,.391,.528,4.6,3.6,1.0,0.4,15.9
Aaron Henry\henryaa01,6,2.8,.200,.000,.200,0.2,0.0,0.0,0.3,0.3
Juancho Hernangómez\hernaju01,40,11.1,.415,.348,.528,2.5,0.5,0.4,0.3,3.3
Juancho Hernangómez\hernaju01,18,5.3,.185,.167,.241,1.4,0.2,0.2,0.1,1.1
Juancho Hernangómez\hernaju01,5,10.2,.333,.000,.333,3.0,0.6,0.2,0.2,1.4
Juancho Hernangómez\hernaju01,17,17.5,.507,.438,.651,3.5,0.8,0.5,0.4,6.2
Willy Hernangómez\hernawi01,50,16.8,.520,.333,.526,6.8,1.3,0.4,0.4,9.1
Tyler Herro\herroty01,66,32.6,.447,.399,.525,5.0,4.0,0.7,0.1,20.7
Buddy Hield\hieldbu01,81,30.9,.406,.366,.526,4.4,2.8,0.9,0.3,15.6
Buddy Hield\hieldbu01,55,28.6,.382,.368,.514,4.0,1.9,0.9,0.3,14.4
Buddy Hield\hieldbu01,26,35.6,.447,.362,.546,5.1,4.8,1.0,0.4,18.2
Haywood Highsmith\highsha01,19,8.6,.348,.321,.446,1.4,0.3,0.1,0.2,2.3
George Hill\hillge01,54,23.2,.429,.306,.504,2.9,2.2,0.8,0.1,6.2
Malcolm Hill\hillma01,19,11.2,.462,.361,.587,1.8,0.4,0.4,0.2,3.8
Malcolm Hill\hillma01,3,15.3,.625,.600,.813,2.0,0.3,1.3,0.3,5.7
Malcolm Hill\hillma01,16,10.4,.432,.323,.545,1.8,0.4,0.2,0.1,3.4
Solomon Hill\hillso01,13,10.7,.150,.154,.200,1.8,0.9,0.3,0.2,0.6
Nate Hinton\hintona01,2,1.0,.000,,.000,0.0,0.0,0.0,0.0,0.0
Jaylen Hoard\hoardja01,7,34.3,.489,.360,.539,12.0,2.4,0.9,0.7,14.7
Aaron Holiday\holidaa01,63,16.2,.447,.379,.504,1.9,2.4,0.7,0.1,6.3
Aaron Holiday\holidaa01,41,16.2,.467,.343,.521,1.6,1.9,0.6,0.2,6.1
Aaron Holiday\holidaa01,22,16.3,.411,.444,.476,2.5,3.4,0.8,0.0,6.8
Jrue Holiday\holidjr01,67,32.9,.501,.411,.570,4.5,6.8,1.6,0.4,18.3
Justin Holiday\holidju01,74,27.8,.394,.367,.528,2.6,1.7,0.8,0.4,10.1
Justin Holiday\holidju01,49,28.9,.415,.378,.553,2.8,1.8,0.7,0.4,11.0
Justin Holiday\holidju01,25,25.6,.348,.342,.471,2.2,1.5,0.8,0.6,8.3
Richaun Holmes\holmeri01,45,23.9,.660,.400,.663,7.0,1.1,0.4,0.9,10.4
Rodney Hood\hoodro01,52,13.6,.369,.330,.465,1.5,0.7,0.3,0.1,3.1
Rodney Hood\hoodro01,39,14.9,.351,.300,.443,1.7,0.8,0.3,0.1,3.3
Rodney Hood\hoodro01,13,9.8,.462,.545,.577,0.8,0.6,0.2,0.2,2.6
Scotty Hopson\hopsosc01,1,18.0,.500,.000,.500,1.0,1.0,0.0,0.0,4.0
Al Horford\horfoal01,69,29.1,.467,.336,.546,7.7,3.4,0.7,1.3,10.2
Talen Horton-Tucker\hortota01,60,25.2,.416,.269,.462,3.2,2.7,1.0,0.5,10.0
Danuel House Jr.\houseda01,42,17.3,.404,.376,.515,2.6,1.0,0.5,0.4,5.9
Danuel House Jr.\houseda01,16,14.6,.338,.294,.405,2.7,1.2,0.3,0.3,4.8
Danuel House Jr.\houseda01,1,3.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.\houseda01,25,19.6,.447,.415,.585,2.7,1.0,0.6,0.5,6.8
Dwight Howard\howardw01,60,16.2,.612,.533,.630,5.9,0.6,0.6,0.6,6.2
Markus Howard\howarma02,31,5.7,.386,.400,.525,0.4,0.2,0.3,0.0,4.1
Kevin Huerter\huertke01,74,29.6,.454,.389,.559,3.4,2.7,0.7,0.4,12.1
Jay Huff\huffja01,4,5.0,.000,.000,.000,1.0,0.3,0.3,0.3,0.0
Elijah Hughes\hugheel01,36,12.1,.326,.263,.413,1.6,0.6,0.4,0.2,3.5
Elijah Hughes\hugheel01,14,8.0,.417,.357,.556,1.2,0.4,0.3,0.1,3.1
Elijah Hughes\hugheel01,22,14.6,.296,.224,.366,1.9,0.7,0.5,0.3,3.8
Feron Hunt\huntfe01,2,4.0,.000,,.000,0.5,0.5,0.5,0.0,0.0
De'Andre Hunter\huntede01,53,29.8,.442,.379,.506,3.3,1.3,0.7,0.4,13.4
Chandler Hutchison\hutchch01,6,3.7,.500,,.500,0.8,0.3,0.0,0.0,0.7
Bones Hyland\hylanbo01,69,19.0,.403,.366,.518,2.7,2.8,0.6,0.3,10.1
Serge Ibaka\ibakase01,54,16.2,.500,.374,.563,4.6,0.9,0.2,0.6,6.8
Serge Ibaka\ibakase01,35,15.4,.490,.387,.552,4.3,1.0,0.2,0.7,6.6
Serge Ibaka\ibakase01,19,17.8,.519,.351,.582,5.3,0.7,0.2,0.4,7.0
Andre Iguodala\iguodan01,31,19.5,.380,.230,.450,3.2,3.7,0.9,0.7,4.0
Joe Ingles\inglejo01,45,24.9,.404,.347,.540,2.9,3.5,0.5,0.1,7.2
Brandon Ingram\ingrabr01,55,34.0,.461,.327,.498,5.8,5.6,0.6,0.5,22.7
Kyrie Irving\irvinky01,29,37.6,.469,.418,.550,4.4,5.8,1.4,0.6,27.4
Wes Iwundu\iwundwe01,3,27.3,.444,.600,.528,4.3,0.0,0.3,0.0,7.3
Frank Jackson\jacksfr01,53,22.0,.402,.308,.491,1.6,1.0,0.5,0.2,10.6
Isaiah Jackson\jacksis01,36,15.0,.563,.313,.575,4.1,0.3,0.7,1.4,8.3
Jaren Jackson Jr.\jacksja02,78,27.3,.415,.319,.477,5.8,1.1,0.9,2.3,16.3
Josh Jackson\jacksjo02,51,16.3,.400,.254,.455,2.8,1.1,0.5,0.4,6.4
Josh Jackson\jacksjo02,39,18.1,.410,.265,.470,3.2,1.3,0.5,0.5,7.1
Josh Jackson\jacksjo02,12,10.3,.347,.176,.378,1.5,0.4,0.4,0.3,4.3
Justin Jackson\jacksju01,7,5.3,.333,.333,.433,1.0,0.3,0.0,0.0,2.1
Justin Jackson\jacksju01,1,2.0,.000,,.000,0.0,0.0,0.0,0.0,2.0
Justin Jackson\jacksju01,6,5.8,.357,.333,.464,1.2,0.3,0.0,0.0,2.2
Reggie Jackson\jacksre01,75,31.2,.392,.326,.460,3.6,4.8,0.7,0.2,16.8
LeBron James\jamesle01,56,37.2,.524,.359,.590,8.2,6.2,1.3,1.1,30.3
DeJon Jarreau\jarrede01,1,1.0,,,,0.0,0.0,0.0,0.0,0.0
DaQuan Jeffries\jeffrda01,3,3.0,.500,.000,.500,0.7,0.3,0.0,0.0,0.7
Ty Jerome\jeromty01,48,16.7,.378,.290,.460,1.6,2.3,0.6,0.1,7.1
Isaiah Joe\joeis01,55,11.1,.350,.333,.477,1.0,0.6,0.3,0.1,3.6
Alize Johnson\johnsal02,23,7.3,.436,.000,.436,2.7,0.4,0.2,0.0,1.8
Alize Johnson\johnsal02,16,7.6,.522,.000,.522,2.3,0.5,0.2,0.0,1.8
Alize Johnson\johnsal02,3,6.0,.333,.000,.333,4.0,0.0,0.0,0.0,1.3
Alize Johnson\johnsal02,4,7.0,.300,,.300,3.3,0.3,0.5,0.0,2.3
B.J. Johnson\johnsbj01,4,16.3,.440,.400,.520,3.8,0.0,0.0,0.3,6.5
Cameron Johnson\johnsca02,66,26.2,.460,.425,.596,4.1,1.5,0.9,0.2,12.5
David Johnson\johnsda08,2,1.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0
Jalen Johnson\johnsja05,22,5.5,.537,.231,.573,1.2,0.1,0.1,0.1,2.4
James Johnson\johnsja01,62,19.2,.469,.271,.507,3.5,2.1,0.5,0.5,5.5
Joe Johnson\johnsjo02,1,2.0,1.000,,1.000,0.0,0.0,0.0,0.0,2.0
Keldon Johnson\johnske04,75,31.9,.466,.398,.545,6.1,2.1,0.8,0.2,17.0
Keon Johnson\johnske07,37,18.8,.353,.340,.415,2.2,2.1,0.8,0.3,7.2
Keon Johnson\johnske07,15,9.0,.333,.273,.363,1.4,0.9,0.5,0.1,3.5
Keon Johnson\johnske07,22,25.5,.357,.348,.428,2.7,2.9,1.0,0.5,9.7
Stanley Johnson\johnsst04,48,22.8,.466,.314,.532,3.2,1.7,0.9,0.3,6.7
Tyler Johnson\johnsty01,6,15.2,.300,.385,.425,2.0,1.2,0.5,0.5,2.8
Tyler Johnson\johnsty01,3,12.7,.400,.429,.550,2.0,0.7,0.3,0.3,3.7
Tyler Johnson\johnsty01,3,17.7,.200,.333,.300,2.0,1.7,0.7,0.7,2.0
Nikola Jokić\jokicni01,74,33.5,.583,.337,.620,13.8,7.9,1.5,0.9,27.1
Carlik Jones\jonesca03,5,4.6,.111,.000,.111,0.6,1.0,0.2,0.0,0.8
Carlik Jones\jonesca03,3,6.3,.000,.000,.000,1.0,1.7,0.3,0.0,0.7
Carlik Jones\jonesca03,2,2.0,.500,,.500,0.0,0.0,0.0,0.0,1.0
Damian Jones\jonesda03,56,18.2,.658,.345,.677,4.4,1.2,0.5,0.8,8.1
Derrick Jones Jr.\jonesde02,51,17.6,.538,.328,.590,3.3,0.6,0.5,0.6,5.6
Herbert Jones\joneshe01,78,29.9,.476,.337,.525,3.8,2.1,1.7,0.8,9.5
Jemerrio Jones\jonesje01,2,7.5,.667,,.667,1.5,0.0,0.5,0.0,2.0
Kai Jones\joneska01,21,3.0,.643,.500,.679,0.5,0.2,0.0,0.1,1.0
Mason Jones\jonesma05,4,12.8,.467,.250,.500,2.5,1.0,0.5,0.0,6.8
Tre Jones\jonestr01,69,16.6,.490,.196,.504,2.2,3.4,0.6,0.1,6.0
Tyus Jones\jonesty01,73,21.2,.451,.390,.524,2.4,4.4,0.9,0.0,8.7
DeAndre Jordan\jordade01,48,13.0,.643,,.643,5.5,0.4,0.3,0.7,4.3
DeAndre Jordan\jordade01,32,12.8,.674,,.674,5.4,0.4,0.3,0.8,4.1
DeAndre Jordan\jordade01,16,13.4,.593,,.593,5.8,0.5,0.1,0.6,4.6
Cory Joseph\josepco01,65,24.6,.445,.414,.526,2.7,3.6,0.6,0.3,8.0
Georgios Kalaitzakis\kalaige01,13,16.5,.463,.385,.537,1.6,0.9,0.8,0.2,6.6
Georgios Kalaitzakis\kalaige01,9,5.3,.455,.500,.545,0.9,0.0,0.1,0.1,1.8
Georgios Kalaitzakis\kalaige01,4,41.5,.464,.364,.536,3.3,3.0,2.5,0.3,17.5
Frank Kaminsky\kaminfr01,9,20.1,.545,.333,.583,4.6,1.4,0.9,0.8,10.6
Luke Kennard\kennalu01,70,27.4,.449,.449,.598,3.3,2.1,0.6,0.1,11.9
Braxton Key\keybr01,11,17.9,.458,.286,.500,4.5,1.0,0.9,1.0,7.2
Braxton Key\keybr01,2,3.0,.500,.000,.500,1.0,0.5,0.5,0.0,1.0
Braxton Key\keybr01,9,21.2,.457,.300,.500,5.3,1.1,1.0,1.2,8.6
George King\kingge03,4,4.8,.000,.000,.000,1.3,0.0,0.0,0.0,0.3
Louis King\kinglo02,10,10.4,.319,.296,.404,1.2,0.9,0.2,0.1,4.5
Corey Kispert\kispeco01,77,23.4,.455,.350,.564,2.7,1.1,0.5,0.3,8.2
Maxi Kleber\klebima01,59,24.6,.398,.325,.516,5.9,1.2,0.5,1.0,7.0
Brandon Knight\knighbr03,5,13.0,.400,.235,.480,1.6,1.6,0.2,0.0,6.4
Nathan Knight\knighna01,37,7.2,.511,.308,.534,2.3,0.6,0.2,0.2,3.7
Kevin Knox\knoxke01,30,7.4,.365,.278,.453,1.5,0.3,0.1,0.1,3.1
Kevin Knox\knoxke01,13,8.5,.375,.357,.500,1.7,0.2,0.2,0.1,3.6
Kevin Knox\knoxke01,17,6.5,.356,.192,.411,1.3,0.4,0.1,0.1,2.7
John Konchar\konchjo01,72,17.9,.515,.413,.615,4.6,1.5,0.6,0.3,4.8
Furkan Korkmaz\korkmfu01,67,21.1,.387,.289,.469,2.6,1.9,0.5,0.1,7.6
Luke Kornet\kornelu01,15,6.9,.481,.000,.481,1.9,0.6,0.2,0.2,2.0
Luke Kornet\kornelu01,2,7.5,.200,.000,.200,1.5,0.5,0.0,0.5,2.0
Luke Kornet\kornelu01,1,3.0,.000,,.000,1.0,0.0,0.0,0.0,0.0
Luke Kornet\kornelu01,12,7.1,.571,.000,.571,2.1,0.7,0.3,0.2,2.2
Vit Krejci\krejcvi01,30,23.0,.407,.327,.503,3.4,1.9,0.6,0.3,6.2
Arnoldas Kulboka\kulboar01,2,2.5,.000,.000,.000,0.0,0.0,0.0,0.0,0.0
Jonathan Kuminga\kuminjo01,70,16.9,.513,.336,.567,3.3,0.9,0.4,0.3,9.3
Kyle Kuzma\kuzmaky01,66,33.4,.452,.341,.520,8.5,3.5,0.6,0.9,17.1
Anthony Lamb\lamban01,2,4.0,.000,.000,.000,0.5,1.0,0.0,0.0,0.0
Jeremy Lamb\lambje01,56,16.7,.383,.324,.463,2.8,1.4,0.6,0.4,7.3
Jeremy Lamb\lambje01,39,15.7,.373,.333,.458,2.4,1.3,0.6,0.4,7.1
Jeremy Lamb\lambje01,17,18.9,.403,.302,.471,3.5,1.8,0.5,0.5,7.9
Jock Landale\landajo01,54,10.9,.495,.326,.566,2.6,0.8,0.2,0.3,4.9
Romeo Langford\langfro01,48,16.1,.435,.341,.510,2.3,0.4,0.5,0.3,4.5
Romeo Langford\langfro01,44,16.5,.429,.349,.508,2.4,0.4,0.5,0.4,4.7
Romeo Langford\langfro01,4,10.8,.571,.000,.571,1.0,0.5,0.3,0.0,2.8
Zach LaVine\lavinza01,67,34.7,.476,.389,.554,4.6,4.5,0.6,0.3,24.4
Jake Layman\laymaja01,34,6.8,.411,.229,.466,1.1,0.3,0.2,0.1,2.4
Damion Lee\leeda03,63,19.9,.441,.337,.523,3.2,1.0,0.6,0.1,7.4
Saben Lee\leesa01,37,16.3,.390,.233,.429,2.4,2.9,1.0,0.3,5.6
Alex Len\lenal01,39,15.9,.534,.286,.551,4.1,1.2,0.3,0.6,6.0
Caris LeVert\leverca01,58,30.7,.444,.320,.492,3.7,4.3,0.9,0.4,17.0
Caris LeVert\leverca01,39,31.1,.447,.323,.496,3.8,4.4,0.9,0.5,18.7
Caris LeVert\leverca01,19,29.8,.435,.313,.481,3.4,3.9,0.8,0.3,13.6
Kira Lewis Jr.\lewiski01,24,14.2,.404,.224,.449,1.6,2.0,0.5,0.0,5.9
Scottie Lewis\lewissc01,2,3.5,,,,0.0,0.5,0.5,0.0,0.5
Damian Lillard\lillada01,29,36.4,.402,.324,.486,4.1,7.3,0.6,0.4,24.0
Nassir Little\littlna01,42,25.9,.460,.331,.541,5.6,1.3,0.6,0.9,9.8
Isaiah Livers\liveris01,19,20.2,.456,.422,.606,3.0,1.1,0.7,0.4,6.4
Kevon Looney\looneke01,82,21.1,.571,.000,.571,7.3,2.0,0.6,0.6,6.0
Brook Lopez\lopezbr01,13,22.9,.466,.358,.538,4.1,0.5,0.6,1.2,12.4
Robin Lopez\lopezro01,36,17.0,.553,.333,.558,3.5,1.5,0.1,0.5,7.1
Didi Louzada\louzama01,9,14.3,.364,.391,.500,1.9,0.6,0.2,0.2,3.9
Didi Louzada\louzama01,2,3.5,.000,.000,.000,1.0,0.5,0.0,0.0,0.0
Didi Louzada\louzama01,7,17.4,.400,.450,.550,2.1,0.6,0.3,0.3,5.0
Kevin Love\loveke01,74,22.5,.430,.392,.553,7.2,2.2,0.4,0.2,13.6
Kyle Lowry\lowryky01,63,33.9,.440,.377,.555,4.5,7.5,1.1,0.3,13.4
Gabriel Lundberg\lundbga01,4,11.0,.263,.375,.342,1.8,2.8,0.8,0.0,3.3
Timothé Luwawu-Cabarrot\luwawti01,52,13.2,.398,.361,.516,1.6,0.8,0.3,0.1,4.4
Trey Lyles\lylestr01,75,20.5,.466,.321,.526,5.1,1.2,0.4,0.4,10.5
Trey Lyles\lylestr01,51,19.4,.456,.301,.513,4.8,1.1,0.4,0.5,10.4
Trey Lyles\lylestr01,24,22.8,.489,.365,.553,5.6,1.3,0.3,0.3,10.6
Théo Maledon\maledth01,51,17.8,.375,.293,.445,2.6,2.2,0.6,0.2,7.1
Sandro Mamukelashvili\mamuksa01,41,9.9,.496,.423,.591,2.0,0.5,0.2,0.2,3.8
Terance Mann\mannte01,81,28.6,.484,.365,.539,5.2,2.6,0.7,0.3,10.8
Tre Mann\manntr01,60,22.8,.393,.360,.476,2.9,1.5,0.8,0.2,10.4
Boban Marjanović\marjabo01,23,5.6,.600,.250,.607,1.7,0.1,0.0,0.1,4.3
Lauri Markkanen\markkla01,61,30.8,.445,.358,.542,5.7,1.3,0.7,0.5,14.8
Naji Marshall\marshna01,55,13.4,.405,.200,.444,2.6,1.1,0.6,0.1,5.7
Caleb Martin\martica02,60,22.9,.507,.413,.585,3.8,1.1,1.0,0.5,9.2
Cody Martin\martico01,71,26.3,.482,.384,.554,4.0,2.5,1.2,0.5,7.7
Kelan Martin\martike03,30,15.0,.409,.293,.474,1.8,0.7,0.4,0.3,5.7
Kelan Martin\martike03,27,16.4,.417,.297,.482,2.0,0.8,0.5,0.3,6.3
Kelan Martin\martike03,3,2.0,.000,.000,.000,0.7,0.0,0.0,0.0,0.0
Kenyon Martin Jr.\martike04,79,21.0,.533,.357,.591,3.8,1.3,0.4,0.5,8.8
Garrison Mathews\mathega01,65,26.3,.399,.360,.550,2.9,1.0,0.9,0.4,10.0
Dakota Mathias\mathida01,6,2.7,.333,.333,.500,0.3,0.2,0.2,0.0,1.0
Wesley Matthews\matthwe02,49,20.4,.395,.338,.516,1.9,0.7,0.5,0.2,5.1
Tyrese Maxey\maxeyty01,75,35.3,.485,.427,.552,3.2,4.3,0.7,0.4,17.5
Skylar Mays\mayssk01,28,7.9,.500,.320,.563,0.9,0.6,0.3,0.0,2.9
Miles McBride\mcbrimi01,40,9.3,.296,.250,.375,1.1,1.0,0.4,0.0,2.2
Mac McClung\mccluma01,2,12.5,.500,.333,.583,1.5,0.5,0.5,0.5,4.0
Mac McClung\mccluma01,1,3.0,1.000,,1.000,0.0,0.0,0.0,0.0,2.0
Mac McClung\mccluma01,1,22.0,.400,.333,.500,3.0,1.0,1.0,1.0,6.0
CJ McCollum\mccolcj01,62,34.6,.460,.388,.539,4.3,5.1,1.1,0.4,22.1
CJ McCollum\mccolcj01,36,35.2,.436,.384,.520,4.3,4.5,1.0,0.6,20.5
CJ McCollum\mccolcj01,26,33.8,.493,.394,.564,4.5,5.8,1.3,0.0,24.3
T.J. McConnell\mccontj01,27,24.1,.481,.303,.505,3.3,4.9,1.1,0.4,8.5
Jaden McDaniels\mcdanja02,70,25.8,.460,.317,.532,4.2,1.1,0.7,0.8,9.2
Jalen McDaniels\mcdanja01,55,16.3,.484,.380,.565,3.1,1.1,0.5,0.4,6.2
Doug McDermott\mcderdo01,51,24.0,.462,.422,.578,2.3,1.3,0.3,0.1,11.3
JaVale McGee\mcgeeja01,74,15.8,.629,.222,.631,6.7,0.6,0.3,1.1,9.2
Cameron McGriff\mcgrica01,3,15.3,.357,.333,.429,5.0,1.0,0.0,0.3,4.7
Rodney McGruder\mcgruro01,51,14.8,.436,.397,.564,2.2,0.9,0.4,0.1,5.4
Alfonzo McKinnie\mckinal01,17,12.1,.393,.333,.467,1.9,0.3,0.1,0.2,3.5
JaQuori McLaughlin\mclauja01,4,2.8,.000,.000,.000,0.0,0.5,0.0,0.0,0.0
Jordan McLaughlin\mclaujo01,62,14.5,.440,.318,.508,1.5,2.9,0.9,0.2,3.8
Ben McLemore\mclembe01,64,20.1,.401,.362,.541,1.6,0.9,0.6,0.2,10.2
De'Anthony Melton\meltode01,73,22.7,.404,.374,.504,4.5,2.7,1.4,0.5,10.8
Sam Merrill\merrisa01,6,9.7,.333,.304,.479,1.2,0.7,0.0,0.0,4.2
Chimezie Metu\metuch01,60,21.3,.452,.306,.516,5.6,1.0,0.9,0.5,8.9
Khris Middleton\middlkh01,66,32.4,.443,.373,.522,5.4,5.4,1.2,0.3,20.1
C.J. Miles\milescj01,1,2.0,,,,0.0,0.0,0.0,0.0,0.0
Patty Mills\millspa02,81,29.0,.408,.400,.551,1.9,2.3,0.6,0.2,11.4
Paul Millsap\millspa01,33,11.4,.391,.229,.426,3.5,0.9,0.3,0.4,3.5
Paul Millsap\millspa01,24,11.3,.376,.222,.412,3.7,1.0,0.2,0.5,3.4
Paul Millsap\millspa01,9,11.8,.433,.250,.467,2.8,0.6,0.6,0.2,3.7
Shake Milton\miltosh01,55,21.4,.429,.323,.483,2.6,2.5,0.5,0.3,8.2
Davion Mitchell\mitchda01,75,27.7,.418,.316,.477,2.2,4.2,0.7,0.3,11.5
Donovan Mitchell\mitchdo01,67,33.8,.448,.355,.533,4.2,5.3,1.5,0.2,25.9
Evan Mobley\mobleev01,69,33.8,.508,.250,.522,8.3,2.5,0.8,1.7,15.0
Malik Monk\monkma01,76,28.1,.473,.391,.578,3.4,2.9,0.8,0.4,13.8
Greg Monroe\monrogr01,14,13.9,.561,,.561,4.6,1.6,0.6,0.7,5.4
Greg Monroe\monrogr01,4,20.3,.591,,.591,6.0,4.0,1.0,1.5,7.3
Greg Monroe\monrogr01,2,9.0,.500,,.500,5.0,0.5,0.5,0.5,4.0
Greg Monroe\monrogr01,5,14.0,.500,,.500,4.2,0.4,0.6,0.4,5.4
Greg Monroe\monrogr01,3,8.7,.800,,.800,3.0,1.0,0.0,0.3,4.0
Moses Moody\moodymo01,52,11.7,.437,.364,.546,1.5,0.4,0.1,0.2,4.4
Xavier Moon\moonxa01,10,13.7,.490,.357,.539,1.4,2.4,0.7,0.3,5.8
Matt Mooney\moonema01,1,2.0,.000,.000,.000,0.0,0.0,1.0,0.0,0.0
Ja Morant\moranja01,57,33.1,.493,.344,.530,5.7,6.7,1.2,0.4,27.4
Juwan Morgan\morgaju01,2,15.5,.667,.500,.833,2.0,0.5,0.0,0.0,2.5
Juwan Morgan\morgaju01,1,27.0,.667,.500,.833,4.0,1.0,0.0,0.0,5.0
Juwan Morgan\morgaju01,1,4.0,,,,0.0,0.0,0.0,0.0,0.0
Jaylen Morris\morrija01,3,5.3,.000,.000,.000,0.7,0.7,0.0,0.0,0.7
Marcus Morris\morrima03,54,29.0,.434,.367,.507,4.4,2.1,0.5,0.3,15.4
Markieff Morris\morrima02,17,17.5,.474,.333,.531,2.6,1.4,0.4,0.1,7.6
Monte Morris\morrimo01,75,29.9,.484,.395,.564,3.0,4.4,0.7,0.2,12.6
Emmanuel Mudiay\mudiaem01,2,5.5,.000,,.000,0.0,2.0,0.5,0.0,1.5
Mychal Mulder\muldemy01,17,14.1,.312,.315,.422,1.4,0.3,0.2,0.1,4.1
Mychal Mulder\muldemy01,15,13.0,.299,.283,.396,1.4,0.2,0.3,0.1,3.7
Mychal Mulder\muldemy01,2,22.0,.400,.500,.600,1.5,1.0,0.0,0.5,7.0
Ade Murkey\murkead01,1,1.0,,,,0.0,0.0,0.0,0.0,0.0
Trey Murphy III\murphtr02,62,13.9,.394,.382,.522,2.4,0.6,0.4,0.1,5.4
Dejounte Murray\murrade01,68,34.8,.462,.327,.500,8.3,9.2,2.0,0.3,21.1
Mike Muscala\muscami01,43,13.8,.456,.429,.597,3.0,0.5,0.4,0.6,8.0
Svi Mykhailiuk\mykhasv01,56,12.8,.389,.306,.476,1.6,0.8,0.5,0.1,4.6
Abdel Nader\naderab01,14,10.4,.343,.286,.400,1.9,0.5,0.6,0.3,2.4
Larry Nance Jr.\nancela02,46,22.6,.522,.329,.569,5.4,1.8,0.9,0.4,7.0
Larry Nance Jr.\nancela02,37,23.2,.515,.306,.563,5.6,2.0,1.0,0.4,6.9
Larry Nance Jr.\nancela02,9,20.2,.551,.500,.592,4.3,0.9,0.6,0.8,7.3
RJ Nembhard Jr.\nembhrj01,14,4.5,.333,.000,.333,0.5,0.9,0.1,0.0,1.1
Aaron Nesmith\nesmiaa01,52,11.0,.396,.270,.481,1.7,0.4,0.4,0.1,3.8
Raul Neto\netora01,70,19.6,.463,.292,.502,1.9,3.1,0.8,0.0,7.5
Malik Newman\newmama01,1,8.0,.600,.000,.600,1.0,1.0,0.0,0.0,8.0
Georges Niang\niangge01,76,22.8,.437,.403,.575,2.7,1.3,0.4,0.2,9.2
Daishen Nix\nixda01,24,10.9,.403,.269,.455,1.4,1.7,0.6,0.0,3.2
Zeke Nnaji\nnajize01,41,17.0,.516,.463,.616,3.6,0.4,0.4,0.3,6.6
Nerlens Noel\noelne01,25,22.5,.533,.000,.533,5.6,0.9,1.2,1.2,3.4
Jaylen Nowell\nowelja01,62,15.7,.475,.394,.551,2.0,2.1,0.4,0.2,8.5
Frank Ntilikina\ntilila01,58,11.8,.399,.342,.484,1.4,1.2,0.5,0.1,4.1
Jusuf Nurkić\nurkiju01,56,28.2,.535,.268,.548,11.1,2.8,1.1,0.6,15.0
David Nwaba\nwabada01,46,13.2,.483,.306,.526,3.3,0.8,0.6,0.4,5.1
Jordan Nwora\nworajo01,62,19.1,.403,.348,.488,3.6,1.0,0.4,0.3,7.9
Royce O'Neale\onealro01,77,31.2,.457,.389,.591,4.8,2.5,1.1,0.4,7.4
Semi Ojeleye\ojelese01,30,13.5,.303,.300,.379,2.5,0.3,0.2,0.2,3.3
Semi Ojeleye\ojelese01,20,15.4,.257,.268,.336,2.9,0.3,0.3,0.3,2.9
Semi Ojeleye\ojelese01,10,9.8,.414,.444,.483,1.6,0.4,0.2,0.1,4.1
